#{"t_start": 1778332086.155168, "env_id": "None"}
314.95,13,95.886991
271.65,33,95.917874
305.8,12,95.928269
302.0,11,95.940469
310.95,13,95.952554
284.35,13,95.965273
308.1,14,95.977455
300.85,10,95.986965
297.05,9,95.995999
304.15,14,96.016791
295.25,19,96.036661
302.05,18,96.054
303.45,25,96.078587
308.3,13,96.093625
310.4,16,96.110743
306.35,9,96.118804
303.7,9,96.127235
280.65,19,96.14549
-1105.25,250,96.393445
298.35,9,96.401651
314.95,13,96.415637
-986.4,250,96.644867
307.75,16,96.658395
302.3,2,96.660391
293.6,6,96.66869
293.5,14,96.680034
-243.4,186,97.823099
305.75,5,97.828687
300.6,26,97.854674
305.75,5,97.85993
310.4,16,97.882442
302.6,15,97.897392
297.3,15,97.907528
303.45,3,97.910462
302.4,9,97.921171
298.0,11,97.931366
310.85,21,98.059229
303.7,9,98.071036
313.8,12,98.086246
284.95,25,98.135301
301.4,7,98.143329
273.75,20,98.172022
308.05,7,98.182077
295.5,25,98.207781
308.65,11,98.222224
309.85,19,98.244716
-1031.5,250,98.522764
298.0,11,98.535411
308.05,7,98.542418
301.15,1,98.543417
-1014.5,250,98.80193
173.4,38,98.840349
314.95,13,98.854648
231.45,48,98.902664
289.95,19,98.921218
291.2,12,98.933451
303.7,9,98.94146
313.8,12,98.954486
-1109.0,250,99.203011
306.35,9,99.213029
298.9,6,99.22042
308.65,11,99.231371
301.2,8,99.238609
304.6,4,99.241526
305.45,14,99.255933
299.1,5,99.261795
306.0,11,99.271115
289.9,19,99.288143
305.2,8,99.297653
308.05,7,99.30318
293.65,13,99.315413
264.15,22,99.338909
302.3,2,99.341816
299.6,17,99.360714
301.4,7,99.37092
304.85,10,99.381442
304.05,7,99.386475
298.25,17,99.403696
303.75,16,99.419559
302.0,11,99.431912
303.1,20,99.452574
-1117.0,250,99.715335
-1032.85,250,100.998876
-1021.15,250,101.274691
312.65,11,101.288625
304.3,13,101.304643
116.15,91,101.40256
299.95,15,101.422325
316.35,20,101.444473
302.9,6,101.450564
316.7,18,101.468006
307.5,10,101.479971
302.55,8,101.488048
297.05,9,101.496677
313.85,19,101.513373
303.45,3,101.515439
313.85,19,101.535189
308.2,21,101.56118
306.35,9,101.569217
312.1,14,101.581384
305.4,7,101.58848
299.15,12,101.600561
281.8,27,101.627317
289.4,22,101.652709
302.3,2,101.654627
265.0,17,101.677132
305.75,5,101.681143
310.35,9,101.688713
301.75,5,101.696718
301.65,13,101.709866
312.1,14,101.720901
265.7,44,101.770783
-1024.85,250,102.018061
293.1,16,102.035309
294.6,15,102.048419
213.7,36,102.085721
224.2,44,102.129798
293.65,13,102.141851
277.95,34,102.179543
-993.1,250,102.590421
284.95,17,102.612228
310.95,13,102.630357
185.9,35,102.669845
306.05,18,102.692758
-1051.95,250,103.004016
209.85,28,103.028427
-968.85,250,103.296643
306.9,6,103.302748
297.95,26,104.276528
276.95,17,104.293839
298.2,10,104.302939
314.95,13,104.315457
292.3,13,104.328577
-1011.95,250,104.597435
296.8,3,104.601434
302.6,15,104.613114
312.65,11,104.62569
283.75,9,104.635613
311.5,10,104.646709
308.1,14,104.66035
305.75,5,104.665297
284.3,29,104.69291
-42.15,113,104.809009
-1026.35,250,105.045488
295.4,18,105.062985
293.6,6,105.068626
292.7,11,105.081267
260.2,45,105.130078
-948.95,250,105.365432
155.5,49,105.416535
304.6,4,105.420646
308.05,7,105.428749
298.2,10,105.440588
306.35,9,105.450675
-93.0,115,105.563416
280.2,29,105.598177
294.25,17,105.620291
291.45,18,105.641343
293.15,23,105.663099
298.8,14,105.676635
237.4,30,105.710709
291.1,27,105.739885
308.05,7,105.746401
300.7,11,105.757504
317.25,15,105.770149
297.05,9,105.778736
299.45,18,105.798344
225.95,74,105.879772
301.15,1,105.880772
293.15,23,105.90792
295.05,20,105.926478
148.05,46,105.977477
295.9,8,105.986059
210.75,30,106.017409
300.5,12,106.030247
274.95,22,106.050934
306.35,9,106.061996
312.9,17,106.081394
304.6,4,106.08559
316.7,18,106.10568
281.85,12,106.119715
146.5,62,106.182007
291.95,15,106.194551
202.7,38,106.241148
301.15,1,106.242606
308.65,11,106.253059
-894.25,250,107.901875
307.5,10,107.920304
276.25,29,107.960343
-1050.55,250,108.31793
273.7,13,108.335281
309.25,15,108.352885
294.9,14,108.368199
300.25,6,108.376707
300.55,19,108.396836
299.95,15,108.419749
231.05,43,108.478065
245.2,31,108.521361
305.75,5,108.52915
-923.45,250,108.860615
304.6,4,108.866615
227.55,33,108.915357
309.25,15,108.937907
-1074.35,250,109.309775
299.95,15,109.328365
304.05,7,109.336925
168.2,45,109.40291
298.45,16,109.426992
305.75,5,109.433333
295.6,17,109.462418
306.9,6,109.472107
197.55,30,109.521872
304.05,7,109.534693
305.4,7,109.552954
294.6,8,109.566894
305.2,8,109.581324
268.25,21,109.610349
192.2,37,109.66183
300.6,4,109.667909
-1022.5,250,110.015597
293.65,13,110.033224
287.2,12,110.051486
304.85,10,110.062153
309.8,12,110.076595
306.35,9,110.089638
263.7,24,110.122175
316.9,17,110.143245
306.9,6,110.153326
308.65,11,110.169735
265.8,20,110.193083
-936.8,250,110.520182
278.65,15,110.541295
-875.8,250,111.950383
308.65,11,111.961551
305.2,8,111.968557
291.45,25,111.994724
294.6,15,112.022179
299.95,15,112.036404
270.85,14,112.048732
267.4,11,112.059213
305.25,15,112.074872
275.5,26,112.099926
303.45,3,112.102915
312.1,14,112.117819
219.3,34,112.151445
298.3,24,112.172921
298.2,10,112.180956
297.05,9,112.190256
305.75,5,112.194683
295.6,17,112.210396
300.25,6,112.216437
304.05,7,112.223441
309.2,8,112.231145
301.15,1,112.232422
284.35,13,112.245643
301.75,5,112.250203
308.05,7,112.257501
305.75,5,112.262955
303.4,18,112.277924
258.4,24,112.301338
-1058.55,250,112.545047
309.45,14,112.557887
299.35,11,112.569949
263.75,24,112.591591
294.45,16,112.60986
-755.4,250,112.842134
306.65,15,112.857177
238.45,39,112.898481
305.45,14,112.911531
276.65,26,112.937242
209.8,36,112.974873
303.45,3,112.977023
292.2,14,112.989748
168.8,57,113.044659
305.75,5,113.049173
278.05,33,113.077125
277.35,15,113.091664
286.25,10,113.104838
309.2,8,113.111425
306.35,9,113.119481
304.6,4,113.128531
292.55,19,113.155516
310.95,13,113.166144
304.25,6,113.174663
136.55,66,113.245512
303.55,17,113.260306
-997.35,250,113.492169
289.05,9,113.502208
301.15,1,113.5032
305.4,7,113.508582
302.3,2,113.510961
282.35,24,113.53267
311.5,10,113.546528
225.8,28,113.57534
308.9,17,113.592953
-762.35,250,114.830762
296.05,7,114.83938
287.4,11,114.849474
304.6,4,114.852473
-764.8,250,115.154672
295.95,15,115.177334
292.15,14,115.196754
302.9,6,115.205293
311.55,17,115.228084
299.7,9,115.238112
287.95,15,115.258314
150.0,50,115.322147
312.1,14,115.337331
316.7,18,115.359437
305.9,19,115.384643
-715.5,250,115.658718
292.6,19,115.686039
301.95,4,115.690048
286.2,18,115.705808
251.9,23,115.738938
292.85,10,115.749186
231.6,40,115.789465
289.6,6,115.79447
304.6,4,115.798487
306.9,6,115.804989
310.95,13,115.819168
-1025.2,250,116.071162
293.6,6,116.075707
308.05,7,116.083284
308.65,11,116.093063
307.5,10,116.103762
301.15,1,116.105354
303.45,3,116.107728
305.1,16,116.125677
305.8,12,116.136564
306.0,11,116.148295
226.0,34,116.180017
-719.5,250,116.417358
306.9,6,116.423357
250.0,34,116.455988
302.9,6,116.464497
300.25,6,116.472795
308.65,11,116.487779
313.25,15,116.505134
302.9,6,116.511219
234.35,32,116.53843
305.75,5,116.542426
301.4,7,116.55052
304.65,11,116.560602
300.5,12,116.571359
303.45,3,116.573358
308.3,13,116.584491
313.3,22,116.604445
313.8,12,116.617347
312.65,11,116.629709
286.15,25,116.658179
305.75,5,116.6646
282.8,22,116.684898
295.35,11,116.697158
308.65,11,116.708598
246.8,37,116.744669
-636.7,250,118.093463
308.65,11,118.105689
284.05,22,118.131488
300.75,18,118.149875
304.6,4,118.153872
316.15,21,118.178674
297.9,26,118.204498
-1033.1,250,118.471408
304.05,7,118.477269
268.65,19,118.49454
308.1,14,118.51294
311.55,17,118.529033
303.7,9,118.539428
145.45,125,118.659023
306.35,9,118.66652
310.95,13,118.67769
292.5,12,118.692249
274.85,14,118.706921
303.45,3,118.709929
303.75,16,118.723491
302.3,2,118.7255
258.25,25,118.758665
290.8,14,118.772182
-1010.35,250,119.007925
308.65,11,119.018447
302.3,2,119.020447
305.75,5,119.024958
310.95,13,119.03549
308.05,7,119.041499
313.8,12,119.052068
-659.45,250,119.290665
232.35,36,119.327353
313.8,12,119.339757
300.9,17,119.356606
309.8,12,119.374759
306.25,17,119.390468
308.05,7,119.397309
303.45,3,119.400323
301.15,1,119.400323
293.1,16,119.414894
282.25,10,119.423425
304.05,7,119.429489
297.1,16,119.445361
264.6,34,119.481089
293.85,12,119.494825
302.85,21,119.509426
307.55,17,119.530442
305.25,15,119.54367
-644.8,250,119.795578
312.1,14,119.810095
300.6,4,119.814511
236.3,29,119.841532
299.95,15,119.854718
308.05,7,119.860329
307.5,10,119.869289
302.75,7,119.878016
302.25,17,119.893812
308.65,11,119.905683
305.8,12,119.91749
-643.35,250,121.207147
312.9,17,121.225404
287.55,18,121.246628
317.25,15,121.26334
-173.4,126,121.400343
303.45,3,121.403346
281.35,15,121.418961
310.95,13,121.433052
300.6,4,121.436948
303.45,3,121.439869
295.0,13,121.451965
304.6,4,121.455983
303.45,3,121.459986
309.2,8,121.466999
301.95,4,121.472002
282.4,9,121.487459
250.25,25,121.511017
310.35,9,121.518876
310.35,9,121.528644
271.8,31,121.559722
309.8,12,121.570606
174.15,56,121.630201
274.35,24,121.654631
300.65,11,121.667206
309.8,12,121.681266
286.35,24,121.705569
303.45,3,121.712135
279.1,28,121.744709
308.65,11,121.755233
251.85,46,121.80326
295.65,24,121.828421
305.2,8,121.839008
304.6,4,121.846047
312.65,11,121.860107
218.25,49,121.914691
305.25,15,121.931607
304.1,14,121.946823
295.15,12,121.959893
299.1,5,121.964885
302.95,13,121.977881
304.6,4,121.980977
281.15,16,121.995712
301.15,1,121.996698
303.7,9,122.006278
299.35,11,122.021376
306.9,6,122.027616
314.95,13,122.039675
306.45,23,122.065315
299.4,18,122.08193
305.75,5,122.087466
279.1,20,122.105022
300.85,10,122.113647
301.15,1,122.114642
310.95,13,122.125773
276.65,26,122.145765
293.75,27,122.170258
-780.65,250,122.399429
304.6,4,122.403435
301.15,1,122.404939
295.35,11,122.416571
315.2,19,122.432728
287.7,24,122.457555
307.5,10,122.466569
297.65,13,122.479395
270.8,29,122.512433
312.65,11,122.52148
311.5,10,122.531054
247.5,33,122.564671
309.2,8,122.573646
307.75,16,122.592493
312.1,14,122.607821
299.1,5,122.613979
305.75,5,122.618884
303.15,12,122.630938
277.55,21,122.65164
304.6,4,122.65742
284.75,18,122.675415
306.35,9,122.684756
304.35,20,122.705493
-601.75,250,122.945694
204.05,45,122.989645
280.85,25,123.015357
304.65,11,123.025583
-1024.95,250,124.23534
292.15,14,124.253754
306.95,13,124.271019
307.5,10,124.290633
314.95,13,124.30166
221.05,25,124.32296
299.45,18,124.336452
301.4,7,124.342461
-656.9,250,124.574898
301.2,8,124.582191
306.9,6,124.589237
303.4,18,124.607449
310.6,15,124.625422
315.55,17,124.638465
303.45,3,124.641461
308.05,7,124.64684
253.1,46,124.690295
317.85,19,124.706953
267.85,16,124.727731
310.95,13,124.74195
303.7,9,124.749339
301.4,7,124.761059
306.85,21,124.786493
300.25,6,124.79739
310.35,9,124.805478
-1049.2,250,125.025279
306.9,6,125.030286
304.3,13,125.045127
314.4,16,125.059911
287.95,15,125.076569
302.3,2,125.078565
312.65,11,125.089546
305.75,5,125.094971
313.25,15,125.108352
308.05,7,125.112273
305.2,8,125.117302
303.7,9,125.128913
309.2,8,125.136432
308.3,13,125.156571
-614.0,250,125.395548
312.65,11,125.40566
288.35,13,125.417743
308.9,17,125.442572
304.6,4,125.445577
309.25,15,125.459909
51.0,69,125.533111
300.35,20,125.549503
-731.45,250,125.806482
305.25,15,125.823069
308.65,11,125.834606
156.4,51,125.881168
299.3,26,125.912798
305.2,8,125.919969
239.15,35,125.950773
299.35,11,125.963133
223.55,64,126.027992
308.1,14,126.043216
5.3,135,127.114783
308.05,7,127.122334
313.8,12,127.131411
303.45,3,127.135425
317.3,22,127.159956
310.35,9,127.171521
306.35,9,127.182089
304.05,7,127.189371
309.25,15,127.205569
290.35,17,127.222725
292.45,5,127.227235
306.35,9,127.239285
310.95,13,127.249311
279.9,24,127.272167
307.2,19,127.28932
312.7,18,127.305573
306.35,9,127.313173
312.1,14,127.326637
312.65,11,127.338001
284.55,20,127.355599
306.9,6,127.363529
199.65,49,127.407308
304.1,14,127.418941
278.3,17,127.435241
302.35,9,127.443475
301.2,8,127.450552
304.85,10,127.458556
293.6,6,127.468669
293.25,15,127.483032
-597.9,250,127.726973
306.95,13,127.738768
277.6,21,127.756421
259.75,24,127.776953
294.25,17,127.791907
310.0,11,127.804533
311.5,10,127.813073
299.95,15,127.826563
314.95,13,127.838747
309.25,15,127.850008
313.25,15,127.862086
311.75,16,127.875649
91.8,127,127.991379
298.6,15,128.005243
305.75,5,128.009772
304.65,11,128.017297
304.6,4,128.0213
306.35,9,128.029582
38.05,177,128.228574
309.25,15,128.240607
306.9,6,128.245606
307.5,10,128.256842
300.9,17,128.273021
308.05,7,128.280269
302.95,13,128.291697
308.05,7,128.296655
287.85,23,128.318313
308.65,11,128.329411
310.35,9,128.340461
305.3,15,128.355065
247.65,32,128.38011
295.9,8,128.388225
308.65,11,128.400262
213.2,64,128.486236
292.5,12,128.495306
-670.0,250,128.718179
306.45,23,128.748303
301.15,16,128.769423
309.2,8,128.778775
297.4,7,128.788207
304.6,4,128.79322
295.6,17,128.807631
303.5,10,128.814654
297.95,4,128.818808
302.9,6,128.824804
313.8,12,128.835469
305.75,5,128.842551
303.75,16,128.858264
303.55,17,128.876505
295.95,15,128.888135
271.65,25,128.909284
293.25,8,128.91633
301.65,13,128.927482
284.9,32,128.953153
302.25,17,128.973292
308.05,7,128.979501
301.65,13,128.992482
305.2,8,128.999506
292.15,7,129.009027
-567.45,250,130.195585
307.5,10,130.204633
291.9,8,130.215727
305.75,5,130.22275
302.3,2,130.226778
271.05,29,130.250488
281.95,19,130.267317
276.35,13,130.277433
301.75,5,130.28241
-1018.5,250,130.527415
305.75,5,130.535561
305.75,5,130.540659
282.7,22,130.560277
-977.2,250,130.790156
306.9,6,130.796656
309.8,12,130.806206
-1030.35,250,131.03806
300.6,4,131.042072
304.3,13,131.055431
305.8,12,131.063538
302.9,6,131.069621
298.6,15,131.083831
308.65,11,131.102954
309.8,12,131.112998
253.15,31,131.143623
306.95,13,131.152656
-585.9,250,131.389538
300.35,20,131.41322
312.7,18,131.428299
281.75,20,131.449113
296.5,12,131.459037
314.95,13,131.470792
310.35,9,131.476486
314.95,13,131.48942
306.95,13,131.502458
309.2,8,131.509556
312.1,14,131.521574
-979.95,250,131.760192
304.05,7,131.768219
263.35,26,131.794564
299.75,16,131.818989
303.45,3,131.822809
305.75,5,131.828978
310.35,9,131.836993
285.7,13,131.851853
316.1,14,131.863442
310.35,9,131.871539
310.35,9,131.882894
-683.45,250,133.539576
183.35,57,133.59866
305.8,12,133.609089
303.5,10,133.618012
304.05,7,133.62392
304.6,4,133.627432
309.8,12,133.637839
-560.55,250,133.865841
298.95,13,133.883449
307.5,10,133.894593
-590.15,250,134.128133
306.35,9,134.137983
281.4,22,134.163661
312.65,11,134.181495
304.6,4,134.185496
302.3,2,134.1875
302.95,13,134.200083
290.2,10,134.20911
-1059.85,250,134.44629
301.15,1,134.447934
266.45,31,134.474608
285.85,12,134.484816
312.65,11,134.49289
284.7,11,134.502392
304.6,4,134.506422
299.1,27,134.530263
309.3,22,134.551432
297.05,9,134.558478
-588.55,250,134.817311
-591.25,250,135.061587
303.4,18,135.077124
304.05,7,135.083201
301.15,1,135.083201
308.05,7,135.089421
310.35,9,135.09799
311.5,10,135.106007
-1149.2,250,135.331412
301.1,16,135.34937
317.25,15,135.36544
304.85,10,136.335358
298.9,6,136.340919
280.95,17,136.358337
306.9,6,136.363336
299.6,17,136.375411
301.2,8,136.383051
310.35,9,136.391195
304.6,4,136.394551
292.55,19,136.41452
304.05,7,136.421053
277.5,14,136.43774
284.1,7,136.446266
304.6,4,136.450313
309.25,15,136.463409
306.95,13,136.473433
270.65,30,136.502426
303.45,3,136.508482
308.65,11,136.520773
314.4,16,136.538762
208.05,38,136.583572
309.2,8,136.590533
304.6,4,136.594845
304.85,10,136.603472
312.65,11,136.612745
299.4,18,136.627003
312.65,11,136.635613
304.6,4,136.640734
306.9,6,136.648219
304.05,7,136.653215
309.45,14,136.667826
308.65,11,136.678426
-1074.3,250,136.905321
305.1,16,136.919314
304.6,4,136.923209
308.05,7,136.93532
307.5,10,136.950296
303.45,3,136.953263
302.35,9,136.961813
308.65,11,136.970216
306.35,9,136.983332
295.2,12,136.995517
310.35,9,137.005702
305.15,16,137.020548
303.45,3,137.023552
268.6,27,137.050518
-1051.8,250,137.300214
285.3,23,137.321384
-571.2,250,137.583569
300.9,17,137.60218
312.65,11,137.612274
296.7,11,137.624915
312.65,11,137.637982
262.3,32,137.675532
310.35,9,137.685222
138.7,61,137.753333
302.55,8,137.76352
311.8,23,137.786603
230.15,26,137.813103
304.05,7,137.819692
317.25,15,137.833731
307.75,16,137.854668
300.05,7,137.863208
311.5,10,137.872254
306.95,13,137.885375
151.2,58,137.94048
317.85,19,137.963226
307.2,19,137.980337
286.4,9,137.987426
237.0,32,138.013113
313.25,15,138.030593
-600.6,250,138.264469
-1041.05,250,139.372468
304.2,21,139.394568
259.95,30,139.422518
298.2,10,139.433282
149.05,63,139.495344
304.6,4,139.499351
-1027.75,250,139.761847
290.8,22,139.779775
-599.2,250,140.026881
193.75,76,140.108818
304.6,4,140.112742
308.05,7,140.118972
166.3,65,140.183263
313.8,12,140.196343
305.85,19,140.215548
299.35,11,140.22687
304.05,7,140.232875
304.6,4,140.237113
306.9,6,140.242113
310.95,13,140.256654
309.7,20,140.281132
313.8,12,140.292004
316.7,18,140.309176
310.35,9,140.316333
310.35,9,140.323337
310.35,9,140.3312
294.25,17,140.345699
278.85,45,140.386436
-591.35,250,140.635688
-1035.85,250,140.866707
305.75,5,140.871267
305.8,12,140.881567
310.35,9,140.890431
303.7,9,140.899798
283.75,9,140.911404
306.35,9,140.921053
272.9,40,140.956418
304.05,7,140.962327
-1034.5,250,141.183428
311.75,16,141.19732
306.0,11,141.207418
309.8,12,142.129968
297.3,15,142.14457
301.15,1,142.145165
280.25,28,142.179827
297.65,21,142.200812
305.45,14,142.212333
-571.3,250,142.457904
308.05,7,142.463886
283.25,19,142.485373
308.05,7,142.495349
306.35,9,142.50547
-1009.3,250,142.747623
306.9,6,142.754929
288.45,20,142.775103
286.45,16,142.793189
310.35,9,142.801025
218.8,60,142.860482
313.8,12,142.872493
313.25,15,142.892273
95.85,71,142.953225
314.05,18,142.972054
309.2,8,142.979483
294.95,13,142.998414
309.25,15,143.015498
303.45,3,143.018014
301.75,5,143.025368
311.5,10,143.032379
-569.9,250,143.272122
311.5,10,143.279685
273.95,19,143.297597
302.35,9,143.305526
310.35,9,143.313533
302.3,2,143.315545
301.1,16,143.335654
292.2,14,143.358428
288.15,22,143.39045
-603.35,250,143.643046
291.9,8,143.650299
308.05,7,143.657189
-584.7,250,143.892466
298.35,9,143.900029
303.45,3,143.902047
268.55,28,143.926251
302.35,9,143.935748
304.6,4,143.940024
267.95,30,143.970386
299.15,12,143.985577
-304.15,222,145.10528
310.95,13,145.116961
313.25,15,145.130794
296.45,20,145.148982
-1042.65,250,145.392815
303.45,3,145.396438
311.5,10,145.407113
304.6,4,145.411207
261.8,36,145.44334
308.05,7,145.449371
306.9,6,145.4574
280.8,34,145.502975
302.3,2,145.505484
310.95,13,145.51943
313.25,15,145.537661
313.85,19,145.558279
303.45,3,145.561294
289.5,14,145.574823
308.65,11,145.589011
300.9,17,145.603776
302.3,2,145.606915
312.1,14,145.618969
305.75,5,145.622968
303.45,3,145.626982
310.95,13,145.64004
297.4,7,145.644577
296.7,11,145.654647
300.75,18,145.671348
284.2,22,145.691497
-607.35,250,145.938852
300.05,7,145.951018
298.9,6,145.956038
311.5,10,145.967087
301.15,1,145.969087
296.55,19,145.983721
310.35,9,145.994396
311.5,10,146.002853
308.05,7,146.007996
308.15,21,146.026598
303.45,3,146.029583
306.9,6,146.034569
306.9,6,146.039329
306.9,6,146.046354
305.75,5,146.051365
289.2,16,146.07147
301.15,1,146.085055
304.05,7,146.091603
312.7,18,146.107709
304.6,4,146.110693
306.9,6,146.115741
310.35,9,146.123359
309.5,21,146.140489
309.8,12,146.151549
-1098.4,250,146.380984
248.25,36,146.414453
306.35,9,146.424542
310.95,13,146.440653
296.2,21,146.458512
306.4,16,146.471538
305.75,5,146.476634
298.55,8,146.483654
314.85,21,146.505486
281.35,15,146.518222
308.05,7,146.523195
309.8,12,146.535735
309.2,8,146.546404
299.35,11,146.559025
315.55,17,146.573703
311.0,20,146.590558
309.2,8,146.597214
301.75,5,146.601232
303.45,3,146.603303
305.8,12,146.614522
316.1,14,146.625934
304.6,4,146.629934
315.0,20,146.64296
318.4,16,146.65854
309.2,8,146.667524
287.0,13,146.683055
302.3,17,146.70266
-990.65,250,146.974746
268.1,22,146.995839
293.4,7,147.002847
309.8,12,147.010484
304.05,7,147.017688
294.25,17,147.04142
314.4,16,147.062708
266.3,17,147.077358
305.75,5,147.083345
308.05,7,147.090444
304.65,11,147.100041
-1019.95,250,148.215356
301.75,5,148.220806
280.0,15,148.236511
