#{"t_start": 1778011801.622571, "env_id": "None"}
-634.8,200,207.897291
106.0,7,207.911789
49.45,24,207.959785
-608.2,200,208.148458
-36.15,58,208.204627
33.0,37,208.240975
25.25,43,208.281519
92.7,8,208.290511
54.95,30,208.319526
-479.15,200,208.594857
95.05,15,208.610997
12.45,38,208.658082
-536.6,200,208.87751
-468.9,200,209.09028
92.05,12,209.103283
97.85,6,209.111279
-173.25,107,209.196127
-515.55,200,209.426693
-89.45,82,209.493552
32.7,33,209.527456
-272.75,168,211.165832
-17.45,58,211.217344
92.05,8,211.224342
-231.3,137,211.351856
-369.8,186,211.585519
20.15,38,211.628589
-125.85,89,211.713373
12.25,46,211.759372
-577.95,200,211.999356
-667.1,200,212.185492
99.7,11,212.195472
-295.25,159,212.388961
85.9,9,212.395971
-658.3,200,212.598704
35.15,38,212.629704
70.7,29,212.6537
-541.05,200,212.861195
84.9,8,212.874297
91.55,18,212.902005
-583.05,200,213.097069
79.6,17,213.11207
90.05,6,213.11707
-465.95,200,214.705979
33.35,31,214.734982
86.4,8,214.741982
21.75,43,214.784505
-591.1,200,214.972233
100.85,13,214.985944
-168.65,115,215.093458
81.6,26,215.12248
5.0,40,215.167484
-40.2,56,215.225327
-661.0,200,215.484274
-494.7,200,215.730711
-154.6,109,215.847281
77.8,19,215.865295
100.0,1,215.866297
-592.7,200,216.117204
-662.4,200,216.316777
60.85,22,216.33778
-560.25,200,216.597092
12.25,29,216.638087
96.2,13,216.649078
103.0,4,216.652074
-500.15,200,216.886079
-619.8,200,218.137953
94.85,3,218.140953
-162.15,115,218.247562
90.7,6,218.252561
-537.75,200,218.526397
49.85,26,218.550463
-524.55,200,218.778355
18.3,37,218.80888
69.65,22,218.839971
78.95,22,218.877087
94.2,7,218.888698
-145.65,86,219.034416
-9.45,47,219.097204
-608.2,200,219.313351
-36.0,55,219.373346
29.35,43,219.444023
101.85,10,219.463023
-592.95,200,219.644085
93.7,5,219.648085
67.15,25,219.66908
27.2,31,219.695623
80.1,11,219.706623
-549.95,200,219.972247
83.6,17,219.998075
-144.1,81,220.12055
-577.4,200,220.32988
-534.95,200,222.188374
-512.05,200,222.369549
80.25,9,222.380613
-519.25,200,222.654992
-495.5,200,222.891278
105.0,6,222.896804
91.7,7,222.902805
76.95,23,222.921803
-490.5,200,223.101883
76.8,22,223.119884
-504.45,200,223.38576
-605.65,200,223.610634
-93.55,72,223.673711
-253.1,126,223.788681
-168.15,107,223.909935
-574.4,200,224.154207
5.55,53,224.197725
-546.65,200,225.484392
58.05,26,225.505919
101.0,6,225.512914
43.1,31,225.545923
-560.85,200,225.753376
-577.85,200,225.976851
-515.4,200,226.256398
-668.6,200,226.471527
-220.65,119,226.63015
-616.35,200,226.906663
6.3,49,226.963661
95.7,7,226.969659
-554.1,200,227.177568
-651.15,200,227.457042
-537.7,200,227.733832
-541.75,200,229.057464
98.85,11,229.068471
34.8,31,229.095446
-268.45,123,229.222552
-529.5,200,229.451772
102.0,3,229.454773
-556.7,200,229.637195
-62.7,77,229.70965
-303.35,144,229.862804
102.0,3,229.865804
-39.7,62,229.931643
-17.6,57,229.979649
98.85,7,229.986635
-512.1,200,230.255259
-558.95,200,230.508707
-538.1,200,230.797235
-518.3,200,231.036648
87.55,14,231.049555
-524.45,200,231.318676
66.35,16,231.331676
-170.4,113,232.731285
-756.95,200,232.97767
36.6,35,233.039417
-243.5,136,233.176218
-587.55,200,233.356924
58.65,32,233.38294
-527.15,200,233.597974
-554.5,200,233.762487
71.3,15,233.77548
-598.7,200,234.042885
-626.8,200,234.204771
79.45,15,234.216457
-604.8,200,234.462164
91.4,17,234.476168
74.65,18,234.491175
-304.0,179,234.6537
84.25,13,234.664697
-136.7,96,234.741836
-737.75,200,236.820534
-149.65,93,236.961286
101.7,13,236.97928
35.0,34,237.019539
-586.55,200,237.24675
63.35,17,237.275739
95.7,7,237.285887
87.25,11,237.295884
-535.2,200,237.528113
3.1,46,237.590645
-546.1,200,237.844761
101.0,2,237.846762
94.55,13,237.865757
86.75,13,237.886962
78.1,10,237.903977
-26.65,55,237.968722
-104.35,84,238.073384
102.0,3,238.079498
-9.35,54,238.162878
65.55,30,238.193881
-184.8,127,238.308944
-126.8,92,238.447707
-204.05,116,238.566594
100.0,1,238.568594
65.65,14,238.590593
87.55,6,238.598579
60.85,24,238.619781
41.45,37,238.673887
-501.55,200,238.882742
101.0,2,238.88574
100.0,1,238.88674
92.4,17,238.901783
99.85,8,238.909781
69.5,16,238.936745
53.85,19,238.958747
101.85,10,238.974747
-554.25,200,240.547431
21.45,44,240.588788
93.7,13,240.602123
-644.9,200,240.789635
22.7,38,240.840298
-53.8,85,240.924043
-652.0,200,241.11586
74.35,24,241.151511
71.95,19,241.182579
-505.25,200,241.43209
-790.55,200,241.666514
108.0,9,241.676517
-53.55,67,241.741057
103.0,4,241.744055
43.45,35,241.775066
16.6,37,241.811094
-139.2,83,241.927437
31.85,33,241.956455
-771.55,200,242.142039
-526.05,200,242.334242
-180.4,122,242.514449
8.25,43,242.571064
-487.1,200,243.984306
103.0,4,243.988301
-526.8,200,244.246095
65.7,24,244.266096
86.9,14,244.2771
-578.15,200,244.475404
93.55,16,244.490394
-557.75,200,244.773783
67.35,25,244.807793
40.3,30,244.85662
102.0,3,244.862629
-220.1,121,245.051032
-593.8,200,245.36039
50.55,21,245.397478
94.85,3,245.403473
88.05,12,245.419572
-514.85,200,245.618405
-561.7,200,245.897689
-183.5,113,246.093189
-49.95,64,246.177735
-554.25,200,246.337335
16.4,42,246.373371
63.5,15,246.393257
-23.4,53,247.640055
-610.5,200,247.849116
-601.9,200,248.110324
45.45,25,248.130867
85.75,19,248.149963
-102.55,91,248.256429
-49.15,65,248.325541
82.1,14,248.341577
94.7,6,248.351576
-47.6,60,248.44052
-557.9,200,248.664724
95.05,11,248.673718
-523.1,200,248.995373
-119.6,86,249.066186
-117.5,84,249.150619
102.0,3,249.153619
92.2,5,249.157619
73.85,23,249.178711
102.0,3,249.183621
-41.75,69,249.260286
24.3,26,249.296283
82.1,22,249.315291
-114.55,102,249.443373
-536.05,200,249.641722
102.0,3,249.643811
103.0,4,249.647791
-153.05,97,249.791508
-555.05,200,250.033904
86.9,14,251.615729
91.7,7,251.622733
50.9,23,251.641251
-530.35,200,251.827219
96.2,9,251.834939
-239.05,134,251.956735
-517.6,200,252.158741
97.7,13,252.169741
-95.25,75,252.250408
94.7,9,252.258409
-633.3,200,252.472224
63.85,23,252.511145
46.4,24,252.549691
30.0,35,252.579784
-345.6,166,252.800965
84.9,16,252.813961
87.55,10,252.822067
72.0,20,252.841583
-26.5,65,252.902503
94.2,7,252.909568
-821.2,200,253.101851
11.8,39,253.14258
-664.25,200,253.349108
-276.6,144,253.595683
85.9,9,253.61359
-778.95,200,253.881826
-449.1,198,255.33305
102.0,7,255.340659
-196.65,114,255.461483
20.9,32,255.487489
76.65,24,255.507495
101.0,2,255.509509
87.7,19,255.52642
-9.9,53,255.58922
91.4,12,255.607202
61.85,18,255.634326
-48.2,59,255.708026
-500.25,200,255.964401
-33.7,52,256.047304
-623.6,200,256.281706
95.2,8,256.289707
26.05,33,256.329936
-51.3,66,256.396746
-84.45,78,256.488277
-48.15,45,256.524276
-587.2,200,256.822381
56.4,24,256.848211
64.65,25,256.881192
-270.65,139,257.071993
-525.6,200,257.243422
-711.25,200,257.448189
-415.25,177,259.011766
67.0,21,259.02877
100.85,13,259.043284
79.1,14,259.064289
-40.85,52,259.14141
-500.0,200,259.350673
-139.45,80,259.429626
-82.85,75,259.524433
91.55,22,259.551241
-496.4,176,259.809736
88.4,14,259.820736
68.8,25,259.847705
-26.4,53,259.937726
71.3,18,259.969373
101.85,10,259.986379
-604.45,200,260.260796
73.45,14,260.272822
-348.15,179,260.521661
-343.6,158,260.696282
85.1,25,260.716287
-763.4,200,260.931072
-512.55,200,261.125679
-367.05,186,262.477958
-728.4,200,262.727005
-533.55,200,262.937629
-11.45,50,263.013251
-152.7,87,263.122205
94.7,6,263.127219
-537.1,200,263.398682
-780.9,200,263.616075
96.7,8,263.623982
-69.55,75,263.70896
44.1,30,263.734874
66.7,29,263.77451
101.85,10,263.790507
91.55,10,263.807515
100.0,1,263.809503
104.0,5,263.819497
-580.9,200,264.076913
-662.1,200,264.2669
88.4,14,264.285892
33.7,35,264.316034
76.8,18,264.331036
-511.9,200,264.516449
72.95,16,264.529434
83.6,16,264.542535
-33.95,52,264.584232
68.65,13,264.595233
100.0,1,264.596239
-684.8,200,266.51187
100.0,1,266.513873
43.0,35,266.54988
25.65,46,266.589916
71.8,17,266.603917
67.35,29,266.627916
-647.2,200,266.83612
31.4,34,266.876929
-21.35,58,266.923947
106.0,7,266.930852
104.0,5,266.935854
-511.9,200,267.118508
-327.5,142,267.29211
74.15,20,267.32013
-666.45,200,267.563944
94.85,3,267.567946
39.5,38,267.598943
81.1,13,267.609943
60.55,27,267.631943
47.55,22,267.651157
-165.25,106,267.800358
-653.6,200,268.128784
35.45,33,268.156788
96.7,8,268.164303
82.4,11,268.173303
-730.3,200,268.368753
-572.45,200,268.547492
-355.4,182,270.133974
-168.45,115,270.245517
53.9,24,270.266022
-12.45,50,270.321113
101.0,2,270.324112
-108.85,85,270.446588
102.0,3,270.451596
-89.25,85,270.595989
94.55,13,270.618899
-690.75,200,270.887282
90.7,10,270.896294
-531.4,200,271.12579
-531.1,200,271.392423
77.1,13,271.412513
-730.9,200,271.649971
-77.7,77,271.718653
-826.85,200,272.02561
71.8,17,272.057744
70.3,13,272.081258
57.7,30,272.120249
89.4,10,272.128271
-536.8,200,272.304593
-229.4,124,272.469781
-560.4,200,273.957032
-778.8,200,274.165652
-247.0,141,274.319903
54.85,24,274.341909
-137.8,91,274.436637
-31.55,55,274.488197
97.7,13,274.506202
-524.55,200,274.716703
-189.15,115,274.817164
93.7,5,274.821165
84.9,8,274.828165
95.85,4,274.831164
62.2,23,274.850241
-74.8,73,274.908038
88.55,7,274.914034
-713.1,200,275.211998
-594.7,200,275.423319
-94.6,68,275.540998
-48.1,59,275.619735
-615.6,200,275.82711
-678.1,200,276.04194
-346.25,154,277.496995
58.55,32,277.526086
-582.45,200,277.707528
-559.1,200,277.913856
-83.25,68,277.986957
-81.2,76,278.08631
-494.5,200,278.267138
53.1,27,278.289814
26.5,26,278.313804
106.0,7,278.322827
-550.85,200,278.559292
26.75,34,278.58692
-747.65,200,278.855556
-401.0,175,279.079516
44.0,35,279.139627
-20.8,51,279.203422
47.3,29,279.227438
-22.85,55,279.276205
-506.6,200,279.463059
-184.75,122,279.580151
-70.8,83,281.429468
26.5,35,281.459476
80.95,18,281.475993
74.8,20,281.491992
-570.65,200,281.710112
72.3,20,281.748125
-768.95,200,281.992864
97.9,21,282.01196
90.55,17,282.029957
82.75,13,282.052119
-392.85,169,282.249479
65.2,25,282.270492
-213.75,135,282.383634
103.0,4,282.387638
63.75,36,282.416639
61.0,19,282.432638
107.0,8,282.439637
104.0,5,282.443637
-184.1,116,282.544694
98.7,10,282.554724
89.55,8,282.563711
-494.15,200,282.826998
-674.6,200,283.011425
107.0,8,283.01841
107.0,12,283.028601
-593.95,200,283.190207
-543.4,200,283.35374
-544.4,200,284.861817
-632.6,200,285.040942
-158.0,88,285.150784
5.0,41,285.184558
11.75,37,285.213558
103.0,8,285.220582
52.25,24,285.240568
81.75,12,285.250559
-42.6,52,285.293466
103.0,4,285.296386
82.25,11,285.306485
100.0,1,285.30748
-763.1,200,285.52026
61.0,27,285.542264
-14.85,42,285.584087
78.8,15,285.609073
107.0,8,285.618062
-30.3,60,285.68777
-578.95,200,285.993283
-660.35,200,286.188155
72.95,12,286.199395
59.55,29,286.224308
-482.5,200,286.389804
-570.55,200,286.591358
33.45,35,286.635277
99.0,16,286.654276
30.7,33,286.681289
-0.75,43,286.7209
-95.1,80,286.814708
102.0,3,286.816697
92.7,16,286.831608
-811.2,200,288.212236
-651.8,200,288.4053
-788.6,200,288.599533
-673.05,200,288.820048
73.8,15,288.83304
-539.05,200,289.07172
82.25,15,289.08471
94.7,10,289.093322
-697.4,200,289.285168
-82.8,63,289.335266
60.55,34,289.363259
-596.1,200,289.558823
90.2,7,289.571844
77.0,30,289.61565
-750.55,200,289.832834
90.9,17,289.855857
48.75,30,289.879927
93.7,17,289.893631
93.55,20,289.910637
-169.8,110,289.999434
-459.9,196,291.411934
-33.85,65,291.468001
-701.75,200,291.693715
-1.6,49,291.74367
-638.2,200,291.918271
-156.15,99,292.002972
100.0,1,292.003973
66.0,20,292.019956
-31.25,47,292.05797
70.5,16,292.070959
104.0,5,292.074961
58.5,15,292.087972
-551.55,200,292.317753
103.0,4,292.321754
55.25,22,292.340841
105.0,6,292.345835
86.9,10,292.356836
107.0,8,292.367857
15.35,41,292.431503
20.55,33,292.483619
-527.9,200,292.674124
61.2,18,292.68923
81.1,12,292.698944
-164.1,107,292.788952
-43.55,57,292.83574
90.55,21,292.852742
45.9,21,292.871638
-38.4,62,292.933245
38.65,37,292.976256
-100.95,81,293.043901
-584.65,200,293.209039
-591.15,200,295.146267
-526.7,200,295.349337
92.7,8,295.35638
-591.35,200,295.570088
-487.35,200,295.777363
39.15,41,295.814916
-640.45,200,296.109999
-52.05,55,296.173094
-256.4,137,296.324786
-322.55,150,296.476213
13.2,49,296.536834
102.0,7,296.543834
94.85,3,296.546841
-173.65,106,296.667356
100.0,1,296.669456
-208.15,121,296.784137
-318.8,151,296.955304
93.05,9,296.972156
-60.5,75,297.065679
90.55,9,297.080689
110.0,11,297.095704
-12.75,51,297.138919
-486.9,200,297.355417
-285.2,128,298.698126
29.65,34,298.732122
81.25,10,298.742181
90.4,16,298.763205
105.0,6,298.768201
-104.4,67,298.869039
101.0,2,298.871039
-513.35,200,299.041451
-607.0,200,299.300229
-9.1,46,299.368326
105.0,6,299.37731
95.55,14,299.38941
-151.95,89,299.477144
-162.4,99,299.594049
98.7,10,299.611693
100.0,1,299.614694
24.55,30,299.661769
-571.95,200,299.873127
58.2,28,299.923641
-18.5,45,299.986474
-515.5,200,300.239639
-553.5,200,300.504867
101.0,2,300.508866
98.7,14,300.531943
54.4,19,300.552938
97.85,6,300.55794
68.8,23,300.576951
-229.85,144,300.748516
-13.6,54,300.796534
31.15,31,300.833132
-30.95,64,300.900322
78.45,23,300.920943
93.55,7,300.930044
103.0,4,300.936046
-794.05,200,302.469585
96.7,8,302.478577
81.4,15,302.491616
46.1,28,302.51617
-526.75,200,302.768931
45.75,31,302.803221
103.0,4,302.81036
-672.95,200,303.015292
103.0,8,303.022295
94.55,17,303.039212
-620.25,200,303.265207
-635.25,200,303.476861
-13.4,50,303.524045
-609.5,200,303.742954
-78.45,85,303.84203
72.8,23,303.863083
95.85,4,303.867082
-647.1,200,304.072523
36.2,35,304.106783
-293.75,145,304.258556
95.85,4,304.261561
-119.05,81,304.338514
-72.6,66,304.4177
75.95,14,304.4429
-508.85,200,305.942642
-5.15,38,305.981588
84.1,19,306.008617
-326.05,176,306.183372
101.0,2,306.185372
-225.2,125,306.335298
80.1,12,306.351232
56.2,35,306.402236
96.7,8,306.409763
93.7,5,306.413764
-631.6,200,306.659988
31.1,40,306.713653
-661.95,200,306.926584
-541.9,200,307.146279
-648.3,200,307.326355
24.4,46,307.364364
51.7,27,307.388656
-587.75,200,307.588779
87.4,9,307.596781
64.65,26,307.621322
70.3,18,307.642387
-535.15,200,307.832448
-536.15,200,310.125001
46.65,30,310.151892
99.85,8,310.159893
75.6,28,310.183889
-527.65,200,310.352309
101.0,2,310.355295
87.25,11,310.366304
-18.4,55,310.424042
88.4,9,310.441303
40.65,32,310.497411
-738.45,200,310.817847
-694.6,200,311.125114
-552.9,200,311.341575
101.0,2,311.34559
-508.2,200,311.55722
-578.9,200,311.77284
82.1,21,311.790841
-549.4,200,311.966085
-394.1,196,312.232223
94.7,10,312.247315
70.8,12,312.266318
104.85,13,312.2793
-496.35,200,313.625031
107.0,12,313.639032
-703.4,200,313.850719
103.7,19,313.866702
51.35,22,313.884711
-5.8,43,313.925262
-627.95,200,314.168363
98.85,7,314.181464
-88.3,77,314.257277
-544.8,200,314.479926
-46.05,63,314.5477
106.0,7,314.55562
57.0,23,314.590718
-811.55,200,314.852832
38.8,39,314.906947
-693.4,200,315.144742
101.0,6,315.15074
-647.3,200,315.392194
90.2,7,315.407228
94.7,6,315.41977
68.35,21,315.456858
-53.6,60,315.560389
-545.55,200,315.797742
-105.7,78,315.878294
-164.1,91,315.974033
65.2,25,317.198082
73.65,17,317.212089
-4.9,42,317.251609
-594.25,200,317.520233
53.55,23,317.562255
75.95,10,317.577251
-406.75,166,317.751754
-504.95,200,318.016715
12.25,40,318.061333
90.55,9,318.077337
-679.9,200,318.38472
97.7,13,318.396723
-646.45,200,318.620764
-535.4,200,318.910611
92.55,15,318.935443
-702.45,200,319.153557
85.55,12,319.173572
88.4,10,319.189585
100.0,1,319.191558
-706.5,200,319.442052
8.55,33,319.469069
-107.0,74,319.530825
70.3,13,319.540833
81.25,10,319.549835
63.05,27,319.571838
-3.95,38,319.602853
99.7,11,319.611939
101.0,6,319.616945
106.0,11,319.626618
-537.45,200,320.905859
-10.25,41,320.939415
58.25,21,320.959421
-586.05,200,321.188537
-197.15,122,321.313067
-313.2,148,321.489338
-634.95,200,321.725533
-686.35,200,322.041558
103.0,4,322.045553
-170.4,119,322.158362
85.55,12,322.168374
-509.4,200,322.371652
48.75,26,322.401655
93.7,5,322.407658
-120.0,77,322.494249
99.0,4,322.501174
1.05,47,322.58109
-296.5,158,322.757589
103.0,4,322.762586
100.0,1,322.764582
-569.2,200,322.965006
95.4,16,322.99193
-370.25,158,324.764427
-562.95,200,324.963592
-88.1,77,325.044029
-583.75,200,325.253626
93.7,9,325.261637
-567.45,200,325.449289
97.7,9,325.457293
94.7,22,325.4753
-541.0,200,325.737501
-590.5,200,326.003919
101.0,2,326.007917
-548.1,200,326.260371
-570.9,200,326.528116
105.0,6,326.53775
29.0,34,326.580744
-343.75,148,326.794495
79.6,13,326.804481
92.85,9,326.812494
39.95,26,326.834621
19.95,40,326.868136
-289.3,137,326.988944
74.45,11,326.997952
108.0,9,327.004951
-19.65,41,327.040739
-528.3,200,328.42161
-528.05,200,328.666579
20.4,45,328.720492
-115.2,93,328.824248
54.05,23,328.844765
101.0,2,328.847765
82.45,17,328.872864
75.15,16,328.900772
-55.75,62,328.956286
48.6,33,328.983292
101.0,2,328.98529
-694.25,200,329.187478
82.75,9,329.202476
-681.45,200,329.427041
-619.8,200,329.657589
102.0,7,329.66458
16.1,42,329.713998
95.85,4,329.717999
-243.45,127,329.865899
-274.95,141,329.98644
101.0,2,329.988441
-542.55,200,330.239628
-486.75,200,330.440741
10.55,36,331.621089
61.7,25,331.648685
-10.95,46,331.753227
-749.35,200,332.012383
95.85,4,332.016385
-42.75,57,332.069082
0.8,47,332.115084
-588.95,200,332.390039
111.0,12,332.415815
99.85,8,332.424913
-1.9,35,332.483695
80.6,14,332.5043
96.85,5,332.508383
87.6,16,332.52138
58.7,22,332.539482
-741.8,200,332.789418
-596.8,200,332.97398
-573.4,185,333.165567
-540.85,200,333.349002
-466.15,168,333.533957
103.0,4,333.536983
-266.15,114,333.661309
10.0,47,333.702307
91.4,17,333.716315
-713.5,200,333.882378
-696.2,200,335.221525
66.15,17,335.238713
111.0,12,335.249424
-13.15,46,335.313415
103.0,4,335.317422
-111.25,82,335.394177
-533.4,200,335.635679
-568.55,200,335.90985
88.4,10,335.927853
90.05,6,335.937962
94.85,3,335.943962
102.0,3,335.9497
92.7,8,335.963687
-210.1,93,336.121239
-568.55,200,336.397241
100.0,1,336.398237
82.25,22,336.41624
-34.25,51,336.45706
51.3,28,336.484056
102.85,11,336.510761
79.8,20,336.535758
51.6,31,336.560275
2.55,53,336.60438
-715.1,200,336.81483
-530.15,200,337.028222
94.85,7,337.03432
104.0,5,337.043232
-2.85,43,337.10177
53.2,27,337.142977
-47.5,63,337.206498
-718.75,200,337.404762
76.1,20,339.337159
87.4,8,339.348076
-300.1,161,339.508396
71.95,15,339.523396
-195.5,104,339.655615
-472.05,200,339.859183
-475.35,200,340.051401
72.3,16,340.064918
-346.15,160,340.197749
-791.2,200,340.408284
114.0,19,340.426299
-604.15,200,340.634669
102.0,7,340.640771
-563.45,200,340.856171
-43.65,64,340.909181
-91.9,77,340.974934
102.0,3,340.979941
94.9,18,341.002927
99.0,8,341.008928
-589.8,200,341.225336
10.45,42,341.275895
3.2,45,341.3349
-494.75,200,342.783743
-38.2,60,342.842811
-658.4,200,343.09706
-305.05,148,343.217724
90.9,18,343.232728
77.45,14,343.243851
68.8,22,343.262529
101.0,2,343.264519
-480.1,200,343.452574
91.7,11,343.463127
103.0,4,343.469125
-56.35,65,343.573829
-699.9,200,343.764537
-749.6,200,344.001893
-72.6,62,344.05644
84.4,10,344.064977
-42.6,59,344.144162
101.0,2,344.147163
-674.25,200,344.406352
68.8,11,344.417353
72.65,17,344.433355
-465.05,179,344.618282
-13.4,48,344.671907
74.8,16,344.696991
18.7,27,344.728362
-185.45,114,344.902155
-189.35,120,346.231826
-424.95,171,346.407919
-64.5,57,346.461445
100.0,1,346.462472
-663.85,200,346.752202
-568.9,200,347.055564
-181.6,105,347.148358
-739.25,200,347.350615
95.85,8,347.3606
98.85,7,347.368206
113.0,14,347.390135
58.65,16,347.421003
68.0,21,347.444973
98.85,7,347.452079
73.95,16,347.468704
79.25,12,347.487702
84.25,12,347.506701
104.0,5,347.512699
-544.65,200,347.739545
101.0,6,347.744539
72.15,14,347.758554
55.35,15,347.778079
93.05,17,347.805157
96.85,5,347.810169
-681.0,200,348.043774
-510.8,200,348.288903
87.75,18,348.311795
87.55,6,348.320874
53.2,22,348.342792
51.9,23,348.375519
-667.0,200,348.56718
69.95,13,349.659255
-587.9,200,349.848403
-602.35,200,350.111485
-660.65,200,350.383302
103.0,4,350.390292
-348.05,142,350.60248
104.0,9,350.617481
69.95,16,350.642574
-810.55,200,350.906949
54.55,20,350.941859
-2.45,50,351.0238
82.6,19,351.057902
-607.1,200,351.296055
-664.3,200,351.506259
84.4,14,351.518277
58.85,27,351.541178
17.4,43,351.597017
83.4,9,351.604038
-69.05,68,351.712505
85.05,9,351.730611
83.95,17,351.758602
-31.9,61,351.863336
-4.95,48,351.943243
86.4,8,351.958342
26.05,37,352.000976
106.85,15,352.026058
70.65,23,352.047047
-536.35,200,352.279344
-534.7,200,354.453456
103.0,8,354.467461
77.8,14,354.491995
-196.35,130,354.648741
-370.65,180,354.796279
34.5,40,354.829281
-161.55,108,354.96894
73.1,17,354.998649
65.65,19,355.03656
-477.15,200,355.251736
92.55,15,355.270742
-766.55,200,355.464066
-473.7,154,355.651006
74.65,24,355.673087
-631.8,200,355.897292
101.0,2,355.899285
85.1,15,355.916296
-769.3,200,356.218812
-120.95,84,356.336551
32.55,38,356.366669
-671.1,200,356.582828
95.85,4,357.756448
82.9,10,357.76538
32.7,31,357.794899
86.4,12,357.806896
96.7,8,357.814896
35.95,31,357.842981
105.0,6,357.848989
-587.9,200,358.101872
106.0,7,358.107858
99.7,19,358.123854
-554.95,200,358.351321
102.0,3,358.357318
7.45,44,358.427232
-582.2,200,358.648439
-103.65,73,358.721819
-43.5,67,358.83645
85.9,17,358.870485
85.25,18,358.90213
-534.0,200,359.179788
-719.25,200,359.431718
97.9,20,359.462638
-697.75,200,359.731568
-566.45,200,359.995478
42.95,32,360.057567
85.55,12,360.077576
27.15,38,360.141415
-799.95,200,361.9333
-826.85,200,362.112276
107.0,8,362.119274
-820.55,200,362.257064
-795.95,200,362.475746
-826.85,200,362.59286
-819.7,200,362.7488
102.0,3,362.750803
-826.85,200,362.931193
109.0,10,362.942196
